year,marital,age,race,rincome,partyid,relig,denom,tvhours
2006,Divorced,28,Other,$25000 or more,democrat,None,Not applicable,NA
2006,Married,47,Other,$8000 to 9999,republican,Protestant,Baptist-dk which,NA
2006,Divorced,45,Other,$25000 or more,democrat,Protestant,Presbyterian c in us,NA
2006,Divorced,70,White,Not applicable,republican,Protestant,Southern baptist,2
2006,Divorced,56,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,78,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Married,48,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,82,White,$10000 - 14999,democrat,Jewish,Not applicable,NA
2006,Never married,19,White,$8000 to 9999,democrat,Catholic,Not applicable,1
2006,Married,25,White,$25000 or more,democrat,Protestant,Lutheran-dk which,1
2006,Married,51,White,$25000 or more,democrat,Jewish,Not applicable,1
2006,Married,56,White,$25000 or more,democrat,Jewish,Not applicable,NA
2006,Married,59,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,47,White,$25000 or more,republican,Jewish,Not applicable,NA
2006,Never married,22,White,Don't know,other party,Jewish,Not applicable,4
2006,Married,37,White,Don't know,republican,Jewish,Not applicable,0
2006,Married,76,White,Not applicable,democrat,Jewish,Not applicable,2
2006,Never married,21,White,$7000 to 7999,republican,Jewish,Not applicable,1
2006,Married,62,White,$15000 - 19999,democrat,Jewish,Not applicable,NA
2006,Never married,39,White,$25000 or more,democrat,Catholic,Not applicable,1
2006,Married,53,White,Refused,democrat,Catholic,Not applicable,2
2006,Married,31,White,Not applicable,other party,Protestant,United methodist,NA
2006,Divorced,49,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,40,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Married,40,White,$25000 or more,other party,None,Not applicable,5
2006,Never married,33,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,24,White,$8000 to 9999,other party,Catholic,Not applicable,1
2006,Married,36,White,Not applicable,republican,Protestant,No denomination,2
2006,Married,41,Black,$25000 or more,democrat,Protestant,Other,NA
2006,Married,23,White,$10000 - 14999,democrat,Protestant,Other,1
2006,Divorced,60,White,Not applicable,republican,Protestant,Other presbyterian,3
2006,Married,32,White,$25000 or more,democrat,None,Not applicable,NA
2006,Widowed,55,Black,$25000 or more,democrat,Protestant,United methodist,4
2006,Married,49,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Divorced,35,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,61,White,$25000 or more,other party,Protestant,No denomination,1
2006,Divorced,34,White,$15000 - 19999,democrat,Other,Not applicable,NA
2006,Never married,35,White,$25000 or more,democrat,None,Not applicable,NA
2006,Never married,48,White,$25000 or more,democrat,None,Not applicable,2
2006,Never married,26,Black,Not applicable,democrat,Christian,No denomination,NA
2006,Never married,50,Black,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Separated,34,Black,Don't know,democrat,None,Not applicable,1
2006,Never married,48,Black,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Married,53,Black,$25000 or more,democrat,Protestant,Southern baptist,5
2006,Never married,49,Black,$3000 to 3999,other party,Protestant,Baptist-dk which,NA
2006,Widowed,88,Black,Not applicable,democrat,Protestant,Nat bapt conv of am,NA
2006,Never married,40,Black,$20000 - 24999,democrat,Protestant,Baptist-dk which,3
2006,Never married,19,Black,$1000 to 2999,democrat,No answer,No answer,12
2006,Married,33,Other,$25000 or more,other party,Protestant,Other,NA
2006,Married,41,Other,$20000 - 24999,democrat,Catholic,Not applicable,NA
2006,Never married,54,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Separated,41,Other,Refused,republican,Catholic,Not applicable,NA
2006,Never married,38,Other,$20000 - 24999,republican,Protestant,Other,NA
2006,Never married,33,Other,$25000 or more,democrat,Catholic,Not applicable,4
2006,Married,47,White,Not applicable,republican,Protestant,No denomination,1
2006,Married,32,Other,$15000 - 19999,republican,Catholic,Not applicable,NA
2006,Married,58,Other,Don't know,other party,Protestant,No denomination,NA
2006,Married,54,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,34,Black,Not applicable,democrat,Moslem/islam,Not applicable,1
2006,Never married,23,Other,$10000 - 14999,democrat,Protestant,No denomination,NA
2006,Married,31,Other,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,53,White,$25000 or more,democrat,Protestant,Lutheran-mo synod,NA
2006,Married,28,White,$25000 or more,democrat,Protestant,Methodist-dk which,NA
2006,Never married,57,White,Not applicable,republican,Christian,No denomination,1
2006,Widowed,56,White,$25000 or more,democrat,Protestant,No denomination,1
2006,Divorced,37,White,$25000 or more,other party,None,Not applicable,NA
2006,Widowed,89,Black,Not applicable,democrat,Protestant,Methodist-dk which,2
2006,Married,26,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Never married,23,Other,$25000 or more,democrat,Catholic,Not applicable,1
2006,Married,59,White,$25000 or more,republican,Other,Not applicable,NA
2006,Married,39,White,$25000 or more,other party,None,Not applicable,NA
2006,Never married,24,White,Refused,other party,None,Not applicable,1
2006,Married,50,White,$25000 or more,republican,Protestant,Lutheran-dk which,2
2006,Never married,19,White,Not applicable,republican,None,Not applicable,NA
2006,Married,34,White,No answer,democrat,None,Not applicable,2
2006,Married,44,White,Don't know,democrat,Protestant,No denomination,1
2006,Widowed,76,White,Not applicable,other party,Protestant,Methodist-dk which,NA
2006,Married,39,White,$8000 to 9999,democrat,None,Not applicable,NA
2006,Never married,63,White,$25000 or more,democrat,Protestant,Other,2
2006,Married,49,White,$25000 or more,democrat,Protestant,Episcopal,NA
2006,Married,35,Black,$25000 or more,republican,Catholic,Not applicable,NA
2006,Never married,52,White,Not applicable,democrat,None,Not applicable,6
2006,Divorced,64,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,86,White,Not applicable,democrat,Protestant,Presbyterian-dk wh,4
2006,Married,29,White,Not applicable,democrat,Christian,No denomination,2
2006,Married,54,White,$25000 or more,republican,None,Not applicable,NA
2006,Never married,52,White,Refused,republican,Catholic,Not applicable,NA
2006,Never married,38,Black,Don't know,other party,None,Not applicable,0
2006,Married,29,White,$25000 or more,democrat,None,Not applicable,NA
2006,No answer,NA,White,No answer,republican,None,Not applicable,2
2006,Widowed,73,White,Not applicable,republican,None,Not applicable,2
2006,Never married,54,White,$20000 - 24999,republican,None,Not applicable,NA
2006,Widowed,55,White,Not applicable,other party,Protestant,Am lutheran,NA
2006,Never married,83,Other,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,49,White,Not applicable,democrat,None,Not applicable,2
2006,Divorced,61,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Never married,46,Black,Not applicable,democrat,Christian,No denomination,2
2006,Never married,66,Other,Not applicable,other party,None,Not applicable,4
2006,Married,65,White,$25000 or more,democrat,Protestant,United methodist,NA
2006,Married,83,White,$1000 to 2999,other party,Protestant,Southern baptist,2
2006,Divorced,65,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,80,White,Not applicable,republican,Protestant,United methodist,4
2006,Married,35,White,$25000 or more,democrat,Protestant,"Presbyterian, merged",1
2006,Married,58,White,Refused,democrat,None,Not applicable,2
2006,Married,40,White,Not applicable,republican,None,Not applicable,NA
2006,Separated,64,White,$10000 - 14999,democrat,Protestant,Other,2
2006,Never married,30,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,58,White,$25000 or more,democrat,Protestant,Lutheran-dk which,NA
2006,Divorced,61,White,Not applicable,republican,Protestant,Presbyterian-dk wh,5
2006,Married,40,White,Not applicable,democrat,Protestant,Lutheran-dk which,NA
2006,Married,59,Other,Not applicable,republican,Protestant,Am lutheran,3
2006,Divorced,38,Other,Refused,republican,Protestant,Other methodist,NA
2006,Never married,20,Black,Not applicable,other party,None,Not applicable,NA
2006,Married,48,Other,$15000 - 19999,other party,Catholic,Not applicable,NA
2006,Married,39,White,$1000 to 2999,other party,Protestant,No denomination,NA
2006,Married,50,Other,$25000 or more,republican,Protestant,Other,NA
2006,Never married,19,Black,$15000 - 19999,democrat,Protestant,Southern baptist,1
2006,Married,40,Other,Refused,other party,Catholic,Not applicable,1
2006,Divorced,43,White,$25000 or more,democrat,Christian,No denomination,2
2006,Never married,57,White,$25000 or more,democrat,Protestant,Am lutheran,NA
2006,Widowed,19,White,No answer,other party,Protestant,No denomination,1
2006,Married,68,White,Not applicable,republican,Protestant,Other,NA
2006,Divorced,36,White,Not applicable,democrat,Protestant,Presbyterian-dk wh,NA
2006,Never married,20,Other,No answer,democrat,Catholic,Not applicable,2
2006,Never married,35,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,22,White,$6000 to 6999,other party,None,Not applicable,1
2006,Never married,25,Other,Not applicable,other party,Catholic,Not applicable,5
2006,Divorced,50,White,$15000 - 19999,republican,None,Not applicable,4
2006,Divorced,36,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Divorced,62,White,Not applicable,democrat,Protestant,Other,NA
2006,Divorced,NA,White,Refused,other party,Catholic,Not applicable,NA
2006,Married,59,White,$25000 or more,democrat,Protestant,Other,4
2006,Never married,48,White,$25000 or more,other party,Protestant,Presbyterian-dk wh,4
2006,Separated,69,White,Not applicable,democrat,Protestant,Lutheran-dk which,5
2006,Never married,25,White,$20000 - 24999,other party,None,Not applicable,NA
2006,Divorced,44,White,Not applicable,other party,None,Not applicable,NA
2006,Never married,64,White,Not applicable,democrat,Catholic,Not applicable,10
2006,Married,49,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Divorced,53,White,$25000 or more,democrat,Catholic,Not applicable,3
2006,Married,42,White,$4000 to 4999,republican,Protestant,United methodist,NA
2006,Never married,27,White,$10000 - 14999,republican,Catholic,Not applicable,NA
2006,Married,59,White,$6000 to 6999,democrat,None,Not applicable,3
2006,Never married,48,White,$25000 or more,republican,Protestant,United pres ch in us,NA
2006,Widowed,70,White,$1000 to 2999,democrat,Catholic,Not applicable,1
2006,Married,40,White,$10000 - 14999,democrat,Catholic,Not applicable,2
2006,Divorced,82,White,Not applicable,democrat,Inter-nondenominational,Not applicable,NA
2006,Widowed,74,Black,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Married,53,White,$25000 or more,democrat,Christian,No denomination,4
2006,Divorced,54,White,$15000 - 19999,democrat,Protestant,Lutheran-dk which,NA
2006,Never married,51,Black,$25000 or more,democrat,Protestant,Baptist-dk which,2
2006,Married,57,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Married,58,White,$4000 to 4999,democrat,Catholic,Not applicable,NA
2006,Married,53,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,59,White,$25000 or more,democrat,Catholic,Not applicable,6
2006,Married,34,White,$25000 or more,republican,Protestant,Lutheran-mo synod,3
2006,Widowed,73,White,$15000 - 19999,other party,Protestant,Other,NA
2006,Never married,21,White,$4000 to 4999,democrat,Catholic,Not applicable,2
2006,Divorced,57,White,$25000 or more,democrat,Catholic,Not applicable,2
2006,Married,50,White,Not applicable,democrat,Catholic,Not applicable,2
2006,Married,49,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Never married,48,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Widowed,80,White,Not applicable,democrat,Protestant,Methodist-dk which,NA
2006,Separated,57,White,$25000 or more,republican,Protestant,United methodist,2
2006,Married,63,White,Not applicable,democrat,Protestant,United methodist,NA
2006,Never married,20,White,$4000 to 4999,republican,Protestant,Presbyterian-dk wh,NA
2006,Married,44,White,$25000 or more,democrat,Protestant,United methodist,NA
2006,Widowed,74,White,$1000 to 2999,democrat,Protestant,United pres ch in us,NA
2006,Divorced,54,White,$15000 - 19999,other party,Protestant,United methodist,NA
2006,Widowed,83,White,Not applicable,democrat,Protestant,Presbyterian-dk wh,NA
2006,Never married,52,White,Not applicable,republican,Catholic,Not applicable,5
2006,Married,49,White,$25000 or more,republican,Protestant,Presbyterian-dk wh,3
2006,Married,28,White,$15000 - 19999,democrat,Protestant,United methodist,NA
2006,Never married,36,White,$25000 or more,republican,Protestant,Baptist-dk which,NA
2006,Divorced,38,White,$25000 or more,republican,Protestant,Other,1
2006,Divorced,72,White,Not applicable,democrat,Protestant,Other,NA
2006,Divorced,33,Other,No answer,other party,Protestant,Other,NA
2006,Never married,19,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Divorced,44,White,$10000 - 14999,democrat,Catholic,Not applicable,2
2006,Married,38,Other,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Never married,38,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Widowed,73,Other,Not applicable,democrat,Catholic,Not applicable,5
2006,Widowed,83,White,Not applicable,democrat,Protestant,Other,3
2006,Never married,28,White,$25000 or more,democrat,None,Not applicable,2
2006,Never married,47,White,$25000 or more,democrat,Other,Not applicable,2
2006,Married,54,White,$25000 or more,republican,None,Not applicable,NA
2006,Never married,27,White,$25000 or more,republican,Protestant,No denomination,NA
2006,Married,40,White,Don't know,republican,None,Not applicable,NA
2006,Never married,29,White,$20000 - 24999,democrat,Catholic,Not applicable,NA
2006,Never married,32,Other,$20000 - 24999,democrat,Other,Not applicable,4
2006,Never married,31,White,Not applicable,democrat,Jewish,Not applicable,NA
2006,Widowed,78,White,Not applicable,republican,None,Not applicable,NA
2006,Never married,56,White,$10000 - 14999,democrat,None,Not applicable,2
2006,Married,53,White,$25000 or more,democrat,Protestant,No denomination,1
2006,Widowed,83,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Never married,40,Black,$25000 or more,democrat,Catholic,Not applicable,NA
