token,pos
Robert,PROPN
Hugh,PROPN
Benson,PROPN
",",PUNCT
the,DET
Savoy,PROPN
Operas,PROPN
--,PUNCT
just,ADV
a,DET
heterogeneous,ADJ
mixture,NOUN
",",PUNCT
for,ADP
he,PRON
suddenly,ADV
discovered,VERB
that,SCONJ
he,PRON
had,AUX
read,VERB
nothing,PRON
for,ADP
years,NOUN
.,PUNCT
Tom,PROPN
D',PROPN
Invillier,PROPN
s,PART
became,VERB
at,ADV
first,ADV
an,DET
occasion,NOUN
rather,ADV
than,ADP
a,DET
friend,NOUN
.,PUNCT
Amory,PROPN
saw,VERB
him,PRON
about,ADV
once,ADV
a,DET
week,NOUN
",",PUNCT
and,CCONJ
together,ADV
they,PRON
gilded,VERB
the,DET
ceiling,NOUN
of,ADP
Tom,PROPN
's,PART
room,NOUN
and,CCONJ
decorated,VERB
the,DET
walls,NOUN
with,ADP
imitation,NOUN
tapestry,NOUN
",",PUNCT
bought,VERB
at,ADP
an,DET
auction,NOUN
",",PUNCT
tall,ADJ
candlesticks,NOUN
and,CCONJ
figured,VERB
curtains,NOUN
.,PUNCT
Amory,PROPN
liked,VERB
him,PRON
for,ADP
being,AUX
clever,NOUN
and,CCONJ
literary,NOUN
without,ADP
effeminacy,NOUN
or,CCONJ
affectation,NOUN
.,PUNCT
In,ADP
fact,NOUN
",",PUNCT
Amory,PROPN
did,VERB
most,ADJ
of,ADP
the,DET
strutting,NOUN
and,CCONJ
tried,VERB
painfully,ADV
to,PART
make,VERB
every,DET
remark,NOUN
an,DET
epigram,NOUN
",",PUNCT
than,ADP
which,PRON
",",PUNCT
if,SCONJ
one,NUM
is,AUX
content,NOUN
with,ADP
ostensible,ADJ
epigrams,NOUN
",",PUNCT
there,PRON
are,VERB
many,ADJ
feats,NOUN
harder,VERB
.,PUNCT
12,NUM
Univee,PROPN
was,AUX
amused,ADJ
.,PUNCT
Kerry,PROPN
read,VERB
"""",PUNCT
Dorian,ADJ
Gray,PROPN
"""",PUNCT
and,CCONJ
simulated,VERB
Lord,PROPN
Henry,PROPN
",",PUNCT
following,VERB
Amory,PROPN
about,ADV
",",PUNCT
addressing,VERB
him,PRON
as,ADP
"""",PUNCT
Dorian,PROPN
"""",PUNCT
and,CCONJ
pretending,VERB
to,PART
encourage,VERB
in,ADP
him,PRON
wicked,VERB
fancies,NOUN
and,CCONJ
attenuated,VERB
tendencies,NOUN
to,ADP
ennui,NOUN
.,PUNCT
When,ADV
he,PRON
carried,VERB
it,PRON
into,ADP
Commons,PROPN
",",PUNCT
to,ADP
the,DET
amazement,NOUN
of,ADP
the,DET
others,NOUN
at,ADP
table,NOUN
",",PUNCT
Amory,PROPN
became,VERB
furiously,ADV
embarrassed,ADJ
",",PUNCT
and,CCONJ
after,SCONJ
that,PRON
made,VERB
epigrams,NOUN
only,ADV
before,SCONJ
D',PROPN
Invilliers,PROPN
or,CCONJ
a,DET
convenient,ADJ
mirror,NOUN
.,PUNCT
One,NUM
day,NOUN
Tom,PROPN
and,CCONJ
Amory,PROPN
tried,VERB
reciting,VERB
their,PRON
own,ADJ
and,CCONJ
Lord,PROPN
Dunsany,PROPN
's,PART
poems,NOUN
to,ADP
the,DET
music,NOUN
of,ADP
Kerry,PROPN
's,PART
graphophone,NOUN
.,PUNCT
"""",PUNCT
Chant,PROPN
!,PUNCT
"""",PUNCT
cried,VERB
Tom,PROPN
.,PUNCT
"""",PUNCT
Do,AUX
n't,PART
recite,VERB
!,PUNCT
Chant,PROPN
!,PUNCT
"""",PUNCT
Amory,INTJ
",",PUNCT
who,PRON
was,AUX
performing,VERB
",",PUNCT
looked,VERB
annoyed,ADJ
",",PUNCT
and,CCONJ
claimed,VERB
that,SCONJ
he,PRON
needed,VERB
a,DET
record,NOUN
with,ADP
less,ADJ
piano,NOUN
in,ADP
it,PRON
.,PUNCT
Kerry,PROPN
thereupon,PROPN
rolled,VERB
on,ADP
the,DET
floor,NOUN
in,ADP
stifled,VERB
laughter,NOUN
.,PUNCT
"""",PUNCT
Put,VERB
on,ADP
',PUNCT
Hearts,NOUN
and,CCONJ
Flowers,NOUN
'!,PUNCT
"""",PUNCT
he,PRON
howled,VERB
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
my,PRON
Lord,PROPN
",",PUNCT
I,PRON
'm,AUX
going,VERB
to,ADP
cast,VERB
a,DET
kitten,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Shut,VERB
off,ADP
the,DET
damn,NOUN
graphophone,NOUN
",",PUNCT
"""",PUNCT
Amory,PROPN
cried,VERB
",",PUNCT
rather,ADV
red,VERB
in,ADP
the,DET
face,NOUN
.,PUNCT
"""",PUNCT
I,PRON
'm,AUX
not,PART
giving,VERB
an,DET
exhibition,NOUN
.,PUNCT
"""",PUNCT
In,ADP
the,DET
meanwhile,NOUN
Amory,PROPN
delicately,ADV
kept,VERB
trying,VERB
to,PART
awaken,VERB
a,DET
sense,NOUN
of,ADP
the,DET
social,ADJ
system,NOUN
in,ADP
D',PROPN
Invilliers,PROPN
",",PUNCT
for,ADP
he,PRON
knew,VERB
that,SCONJ
this,DET
poet,NOUN
was,AUX
really,ADV
more,ADV
conventional,ADJ
than,ADP
he,PRON
",",PUNCT
and,CCONJ
needed,VERB
merely,ADV
watered,VERB
hair,NOUN
",",PUNCT
a,DET
smaller,ADJ
range,NOUN
of,ADP
conversation,NOUN
",",PUNCT
and,CCONJ
a,DET
darker,NOUN
brown,ADJ
hat,NOUN
to,PART
become,VERB
quite,ADV
regular,ADJ
.,PUNCT
But,CCONJ
the,DET
liturgy,NOUN
of,ADP
Livingstone,PROPN
collars,NOUN
and,CCONJ
dark,ADJ
ties,NOUN
fell,VERB
on,ADP
heedless,NOUN
ears,NOUN
;,PUNCT
in,ADP
fact,NOUN
D',PROPN
Invilliers,PROPN
faintly,ADV
resented,VERB
his,PRON
efforts,NOUN
;,PUNCT
so,ADV
Amory,PROPN
confined,VERB
himself,PRON
to,PART
calls,VERB
once,ADV
a,DET
week,NOUN
",",PUNCT
and,CCONJ
brought,VERB
him,PRON
occasionally,ADV
to,ADP
12,NUM
Univee,NOUN
.,PUNCT
This,PRON
caused,VERB
mild,ADJ
titters,NOUN
among,ADP
the,DET
other,ADJ
freshmen,NOUN
",",PUNCT
who,PRON
called,VERB
them,PRON
"""",PUNCT
Doctor,PROPN
Johnson,PROPN
and,CCONJ
Boswell,PROPN
.,PUNCT
"""",PUNCT
Alec,PROPN
Connage,PROPN
",",PUNCT
another,DET
frequent,ADJ
visitor,NOUN
",",PUNCT
liked,VERB
him,PRON
in,ADP
a,DET
vague,ADJ
way,NOUN
",",PUNCT
but,CCONJ
was,AUX
afraid,ADJ
of,ADP
him,PRON
as,ADP
a,DET
highbrow,NOUN
.,PUNCT
Kerry,PROPN
",",PUNCT
who,PRON
saw,VERB
through,ADP
his,PRON
poetic,NOUN
patter,NOUN
to,ADP
the,DET
solid,ADJ
",",PUNCT
almost,ADV
respectable,ADJ
depths,NOUN
within,ADP
",",PUNCT
was,AUX
immensely,ADV
amused,ADJ
and,CCONJ
would,AUX
have,VERB
him,PRON
recite,VERB
poetry,NOUN
by,ADP
the,DET
hour,NOUN
",",PUNCT
while,SCONJ
he,PRON
lay,VERB
with,ADP
closed,VERB
eyes,NOUN
on,ADP
Amory,PROPN
's,PART
sofa,NOUN
and,CCONJ
listened,VERB
:,PUNCT
"""",PUNCT
Asleep,NOUN
or,CCONJ
waking,NOUN
is,AUX
it,PRON
?,PUNCT
for,ADP
her,PRON
neck,NOUN
Kissed,VERB
over,ADV
close,ADJ
",",PUNCT
wears,VERB
yet,ADV
a,DET
purple,ADJ
speck,NOUN
Wherein,ADV
the,DET
pained,VERB
blood,NOUN
falters,NOUN
and,CCONJ
goes,VERB
out,ADV
;,PUNCT
Soft,PROPN
and,CCONJ
stung,VERB
softly,ADV
--,PUNCT
fairer,ADJ
for,ADP
a,DET
fleck,NOUN
...,PUNCT
"""",PUNCT
"""",PUNCT
That,PRON
's,AUX
good,ADJ
",",PUNCT
"""",PUNCT
Kerry,PROPN
would,AUX
say,VERB
softly,ADV
.,PUNCT
"""",PUNCT
It,PRON
pleases,VERB
the,DET
elder,ADJ
Holiday,PROPN
.,PUNCT
That,PRON
's,AUX
a,DET
great,ADJ
poet,NOUN
",",PUNCT
I,PRON
guess,VERB
.,PUNCT
"""",PUNCT
Tom,PROPN
",",PUNCT
delighted,VERB
at,ADP
an,DET
audience,NOUN
",",PUNCT
would,AUX
ramble,ADJ
through,ADP
the,DET
"""",PUNCT
Poems,NOUN
and,CCONJ
Ballades,NOUN
"""",PUNCT
until,ADP
Kerry,PROPN
and,CCONJ
Amory,PROPN
knew,VERB
them,PRON
almost,ADV
as,ADV
well,ADV
as,ADP
he,PRON
.,PUNCT
Amory,PROPN
took,VERB
to,ADP
writing,NOUN
poetry,NOUN
on,ADP
spring,NOUN
afternoons,NOUN
",",PUNCT
in,ADP
the,DET
gardens,NOUN
of,ADP
the,DET
big,ADJ
estates,NOUN
near,ADP
Princeton,PROPN
",",PUNCT
while,SCONJ
swans,NOUN
made,VERB
effective,ADJ
atmosphere,NOUN
in,ADP
the,DET
artificial,ADJ
pools,NOUN
",",PUNCT
and,CCONJ
slow,ADJ
clouds,NOUN
sailed,VERB
harmoniously,ADV
above,ADP
the,DET
willows,NOUN
.,PUNCT
May,PROPN
came,VERB
too,ADV
soon,ADV
",",PUNCT
and,CCONJ
suddenly,ADV
unable,ADJ
to,PART
bear,VERB
walls,NOUN
",",PUNCT
he,PRON
wandered,VERB
the,DET
campus,NOUN
at,ADP
all,DET
hours,NOUN
through,ADP
starlight,NOUN
and,CCONJ
rain,NOUN
.,PUNCT
*****,PUNCT
A,DET
DAMP,PROPN
SYMBOLIC,PROPN
INTERLUDE,PROPN
The,DET
night,NOUN
mist,NOUN
fell,VERB
.,PUNCT
From,ADP
the,DET
moon,NOUN
it,PRON
rolled,VERB
",",PUNCT
clustered,VERB
about,ADP
the,DET
spires,NOUN
and,CCONJ
towers,NOUN
",",PUNCT
and,CCONJ
then,ADV
settled,VERB
below,ADP
them,PRON
",",PUNCT
so,SCONJ
that,SCONJ
the,DET
dreaming,NOUN
peaks,NOUN
were,AUX
still,ADV
in,ADP
lofty,ADJ
aspiration,NOUN
toward,ADP
the,DET
sky,NOUN
.,PUNCT
Figures,VERB
that,PRON
dotted,VERB
the,DET
day,NOUN
like,ADP
ants,NOUN
now,ADV
brushed,VERB
along,ADV
as,ADP
shadowy,ADJ
ghosts,NOUN
",",PUNCT
in,ADP
and,CCONJ
out,ADP
of,ADP
the,DET
foreground,NOUN
.,PUNCT
The,DET
Gothic,ADJ
halls,NOUN
and,CCONJ
cloisters,NOUN
were,AUX
infinitely,ADV
more,ADJ
mysterious,ADJ
as,SCONJ
they,PRON
loomed,VERB
suddenly,ADV
out,ADP
of,ADP
the,DET
darkness,NOUN
",",PUNCT
outlined,VERB
each,DET
by,ADP
myriad,VERB
faint,ADJ
squares,NOUN
of,ADP
yellow,ADJ
light,NOUN
.,PUNCT
Indefinitely,ADV
from,ADP
somewhere,ADV
a,DET
bell,NOUN
boomed,VERB
the,DET
quarter,NOUN
-,PUNCT
hour,NOUN
",",PUNCT
and,CCONJ
Amory,PROPN
",",PUNCT
pausing,VERB
by,ADP
the,DET
sun,NOUN
-,PUNCT
dial,VERB
",",PUNCT
stretched,VERB
himself,PRON
out,X
full,ADJ
length,NOUN
on,ADP
the,DET
damp,ADJ
grass,NOUN
.,PUNCT
The,DET
cool,NOUN
bathed,VERB
his,PRON
eyes,NOUN
and,CCONJ
slowed,VERB
the,DET
flight,NOUN
of,ADP
time,NOUN
--,PUNCT
time,NOUN
that,PRON
had,VERB
crept,NOUN
so,ADV
insidiously,ADV
through,ADV
the,DET
lazy,ADJ
April,PROPN
afternoons,NOUN
",",PUNCT
seemed,VERB
so,ADV
intangible,ADJ
in,ADP
the,DET
long,ADJ
spring,NOUN
twilights,NOUN
.,PUNCT
Evening,VERB
after,SCONJ
evening,VERB
the,DET
senior,ADJ
singing,NOUN
had,AUX
drifted,VERB
over,ADP
the,DET
campus,NOUN
in,ADP
melancholy,ADJ
beauty,NOUN
",",PUNCT
and,CCONJ
through,ADP
the,DET
shell,NOUN
of,ADP
his,PRON
undergraduate,NOUN
consciousness,NOUN
had,AUX
broken,VERB
a,DET
deep,ADJ
and,CCONJ
reverent,ADJ
devotion,NOUN
to,ADP
the,DET
gray,ADJ
walls,NOUN
and,CCONJ
Gothic,ADJ
peaks,NOUN
and,CCONJ
all,DET
they,PRON
symbolized,VERB
as,SCONJ
warehouses,NOUN
of,ADP
dead,ADJ
ages,NOUN
.,PUNCT
The,DET
tower,NOUN
that,PRON
in,ADP
view,NOUN
of,ADP
his,PRON
window,NOUN
sprang,VERB
upward,ADV
",",PUNCT
grew,VERB
into,ADP
a,DET
spire,NOUN
",",PUNCT
yearning,VERB
higher,ADV
until,ADP
its,PRON
uppermost,ADJ
tip,NOUN
was,AUX
half,ADV
invisible,ADJ
against,ADP
the,DET
morning,NOUN
skies,NOUN
",",PUNCT
gave,VERB
him,PRON
the,DET
first,ADJ
sense,NOUN
of,ADP
the,DET
transiency,NOUN
and,CCONJ
unimportance,NOUN
of,ADP
the,DET
campus,NOUN
figures,NOUN
except,ADP
as,ADP
holders,NOUN
of,ADP
the,DET
apostolic,NOUN
succession,NOUN
.,PUNCT
He,PRON
liked,VERB
knowing,VERB
that,SCONJ
Gothic,PROPN
architecture,NOUN
",",PUNCT
with,ADP
its,PRON
upward,NOUN
trend,NOUN
",",PUNCT
was,AUX
peculiarly,ADV
appropriate,ADJ
to,ADP
universities,NOUN
",",PUNCT
and,CCONJ
the,DET
idea,NOUN
became,VERB
personal,ADJ
to,ADP
him,PRON
.,PUNCT
The,DET
silent,ADJ
stretches,NOUN
of,ADP
green,ADJ
",",PUNCT
the,DET
quiet,ADJ
halls,NOUN
with,ADP
an,DET
occasional,ADJ
late,ADV
-,PUNCT
burning,VERB
scholastic,NOUN
light,NOUN
held,VERB
his,PRON
imagination,NOUN
in,ADP
a,DET
strong,ADJ
grasp,NOUN
",",PUNCT
and,CCONJ
the,DET
chastity,NOUN
of,ADP
the,DET
spire,NOUN
became,VERB
a,DET
symbol,NOUN
of,ADP
this,PRON
perception,NOUN
.,PUNCT
"""",PUNCT
Damn,VERB
it,PRON
all,DET
",",PUNCT
"""",PUNCT
he,PRON
whispered,VERB
aloud,ADV
",",PUNCT
wetting,VERB
his,PRON
hands,NOUN
in,ADP
the,DET
damp,ADJ
and,CCONJ
running,VERB
them,PRON
through,ADP
his,PRON
hair,NOUN
.,PUNCT
"""",PUNCT
Next,ADJ
year,NOUN
I,PRON
work,VERB
!,PUNCT
"""",PUNCT
Yet,CCONJ
he,PRON
knew,VERB
that,SCONJ
where,ADV
now,ADV
the,DET
spirit,NOUN
of,ADP
spires,NOUN
and,CCONJ
towers,NOUN
made,VERB
him,PRON
dreamily,ADV
acquiescent,ADV
",",PUNCT
it,PRON
would,AUX
then,ADV
overawe,VERB
him,PRON
.,PUNCT
Where,ADV
now,ADV
he,PRON
realized,VERB
only,ADV
his,PRON
own,ADJ
inconsequence,NOUN
",",PUNCT
effort,NOUN
would,AUX
make,VERB
him,PRON
aware,ADJ
of,ADP
his,PRON
own,ADJ
impotency,NOUN
and,CCONJ
insufficiency,INTJ
.,PUNCT
The,DET
college,NOUN
dreamed,VERB
on,ADP
--,PUNCT
awake,NOUN
.,PUNCT
He,PRON
felt,VERB
a,DET
nervous,ADJ
excitement,NOUN
that,PRON
might,AUX
have,AUX
been,AUX
the,DET
very,ADJ
throb,NOUN
of,ADP
its,PRON
slow,ADJ
heart,NOUN
.,PUNCT
It,PRON
was,AUX
a,DET
stream,NOUN
where,ADV
he,PRON
was,AUX
to,PART
throw,VERB
a,DET
stone,NOUN
whose,PRON
faint,NOUN
ripple,NOUN
would,AUX
be,AUX
vanishing,VERB
almost,ADV
as,SCONJ
it,PRON
left,VERB
his,PRON
hand,NOUN
.,PUNCT
As,SCONJ
yet,CCONJ
he,PRON
had,AUX
given,VERB
nothing,PRON
",",PUNCT
he,PRON
had,AUX
taken,VERB
nothing,PRON
.,PUNCT
A,DET
belated,VERB
freshman,NOUN
",",PUNCT
his,PRON
oilskin,ADP
slicker,NOUN
rasping,NOUN
loudly,ADV
",",PUNCT
slushed,VERB
along,ADV
the,DET
soft,ADJ
path,NOUN
.,PUNCT
A,DET
voice,NOUN
from,ADP
somewhere,ADV
called,VERB
the,DET
inevitable,ADJ
formula,NOUN
",",PUNCT
"""",PUNCT
Stick,VERB
out,ADP
your,PRON
head,NOUN
!,PUNCT
"""",PUNCT
below,ADP
an,DET
unseen,ADJ
window,NOUN
.,PUNCT
A,DET
hundred,NUM
little,ADJ
sounds,NOUN
of,ADP
the,DET
current,ADJ
drifting,NOUN
on,ADP
under,ADP
the,DET
fog,NOUN
pressed,VERB
in,ADP
finally,ADV
on,ADP
his,PRON
consciousness,NOUN
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
God,PROPN
!,PUNCT
"""",PUNCT
he,PRON
cried,VERB
suddenly,ADV
",",PUNCT
and,CCONJ
started,VERB
at,ADP
the,DET
sound,NOUN
of,ADP
his,PRON
voice,NOUN
in,ADP
the,DET
stillness,NOUN
.,PUNCT
The,DET
rain,NOUN
dripped,VERB
on,ADP
.,PUNCT
A,DET
minute,NOUN
longer,ADV
he,PRON
lay,VERB
without,ADP
moving,VERB
",",PUNCT
his,PRON
hands,NOUN
clinched,VERB
.,PUNCT
Then,ADV
he,PRON
sprang,VERB
to,ADP
his,PRON
feet,NOUN
and,CCONJ
gave,VERB
his,PRON
clothes,NOUN
a,DET
tentative,ADJ
pat,NOUN
.,PUNCT
"""",PUNCT
I,PRON
'm,AUX
very,ADV
damn,ADV
wet,ADJ
!,PUNCT
"""",PUNCT
he,PRON
said,VERB
aloud,ADV
to,ADP
the,DET
sun,NOUN
-dial,ADJ
.,PUNCT
*****,PUNCT
HISTORICAL,ADJ
The,DET
war,NOUN
began,VERB
in,ADP
the,DET
summer,NOUN
following,VERB
his,PRON
freshman,ADJ
year,NOUN
.,PUNCT
Beyond,ADP
a,DET
sporting,VERB
interest,NOUN
in,ADP
the,DET
German,ADJ
dash,NOUN
for,ADP
Paris,PROPN
the,DET
whole,ADJ
affair,NOUN
failed,VERB
either,CCONJ
to,PART
thrill,VERB
or,CCONJ
interest,VERB
him,PRON
.,PUNCT
With,ADP
the,DET
attitude,NOUN
he,PRON
might,AUX
have,AUX
held,VERB
toward,ADP
an,DET
amusing,ADJ
melodrama,NOUN
he,PRON
hoped,VERB
it,PRON
would,AUX
be,AUX
long,ADJ
and,CCONJ
bloody,ADJ
.,PUNCT
If,SCONJ
it,PRON
had,AUX
not,PART
continued,VERB
he,PRON
would,AUX
have,AUX
felt,VERB
like,ADP
an,DET
irate,ADJ
ticket,NOUN
-,PUNCT
holder,NOUN
at,ADP
a,DET
prize,NOUN
-,PUNCT
fight,NOUN
where,ADV
the,DET
principals,NOUN
refused,VERB
to,PART
mix,VERB
it,PRON
up,ADP
.,PUNCT
That,PRON
was,AUX
his,PRON
total,ADJ
reaction,NOUN
.,PUNCT
*****,PUNCT
"""",PUNCT
HA-,SYM
HA,PROPN
HORTENSE,PROPN
!,PUNCT
"""",PUNCT
"""",PUNCT
All,DET
right,ADJ
",",PUNCT
ponies,NOUN
!,PUNCT
"""",PUNCT
"""",PUNCT
Shake,VERB
it,PRON
up,ADP
!,PUNCT
"""",PUNCT
"""",PUNCT
Hey,INTJ
",",PUNCT
ponies,NOUN
--,PUNCT
how,ADV
about,SCONJ
easing,VERB
up,ADP
on,ADP
that,DET
crap,NOUN
game,NOUN
and,CCONJ
shaking,VERB
a,DET
mean,NOUN
hip,INTJ
?,PUNCT
"""",PUNCT
"""",PUNCT
Hey,INTJ
",",PUNCT
_ponies,NOUN
!_,PUNCT
"""",PUNCT
The,DET
coach,NOUN
fumed,VERB
helplessly,ADV
",",PUNCT
the,DET
Triangle,PROPN
Club,PROPN
president,PROPN
",",PUNCT
glowering,VERB
with,ADP
anxiety,NOUN
",",PUNCT
varied,VERB
between,ADP
furious,ADJ
bursts,NOUN
of,ADP
authority,NOUN
and,CCONJ
fits,NOUN
of,ADP
temperamental,ADJ
lassitude,NOUN
",",PUNCT
when,ADV
he,PRON
sat,VERB
spiritless,NOUN
and,CCONJ
wondered,VERB
how,ADV
the,DET
devil,VERB
the,DET
show,NOUN
was,AUX
ever,ADV
going,VERB
on,ADP
tour,NOUN
by,ADP
Christmas,PROPN
.,PUNCT
"""",PUNCT
All,DET
right,ADJ
.,PUNCT
We,PRON
'll,AUX
take,VERB
the,DET
pirate,NOUN
song,NOUN
.,PUNCT
"""",PUNCT
The,DET
ponies,NOUN
took,VERB
last,ADJ
drags,NOUN
at,ADP
their,PRON
cigarettes,NOUN
and,CCONJ
slumped,VERB
into,ADP
place,NOUN
;,PUNCT
the,DET
leading,NOUN
lady,NOUN
rushed,VERB
into,ADP
the,DET
foreground,NOUN
",",PUNCT
setting,VERB
his,PRON
hands,NOUN
and,CCONJ
feet,NOUN
in,ADP
an,DET
atmospheric,ADJ
mince,NOUN
;,PUNCT
and,CCONJ
as,ADP
the,DET
coach,NOUN
clapped,VERB
and,CCONJ
stamped,VERB
and,CCONJ
tumped,VERB
and,CCONJ
da,NOUN
-,PUNCT
da'd,NOUN
",",PUNCT
they,PRON
hashed,VERB
out,ADP
a,DET
dance,NOUN
.,PUNCT
A,DET
great,ADJ
",",PUNCT
seething,VERB
ant,ADJ
-,PUNCT
hill,NOUN
was,AUX
the,DET
Triangle,PROPN
Club,PROPN
.,PUNCT
It,PRON
gave,VERB
a,DET
musical,NOUN
comedy,VERB
every,DET
year,NOUN
",",PUNCT
travelling,VERB
with,ADP
cast,NOUN
",",PUNCT
chorus,NOUN
",",PUNCT
orchestra,NOUN
",",PUNCT
and,CCONJ
scenery,NOUN
all,ADV
through,ADP
Christmas,PROPN
vacation,NOUN
.,PUNCT
The,DET
play,NOUN
and,CCONJ
music,NOUN
were,AUX
the,DET
work,NOUN
of,ADP
undergraduates,NOUN
",",PUNCT
and,CCONJ
the,DET
club,NOUN
itself,PRON
was,AUX
the,DET
most,ADV
influential,ADJ
of,ADP
institutions,NOUN
",",PUNCT
over,ADP
three,NUM
hundred,NUM
men,NOUN
competing,VERB
for,ADP
it,PRON
every,DET
year,NOUN
.,PUNCT
Amory,INTJ
",",PUNCT
after,ADP
an,DET
easy,ADJ
victory,NOUN
in,ADP
the,DET
first,ADJ
sophomore,NOUN
Princetonian,PROPN
competition,NOUN
",",PUNCT
stepped,VERB
into,ADP
a,DET
vacancy,NOUN
of,ADP
the,DET
cast,NOUN
as,SCONJ
Boiling,VERB
Oil,PROPN
",",PUNCT
a,DET
Pirate,NOUN
Lieutenant,PROPN
.,PUNCT
Every,DET
night,NOUN
for,ADP
the,DET
last,ADJ
week,NOUN
they,PRON
had,AUX
rehearsed,VERB
"""",PUNCT
Ha,PROPN
-,PUNCT
Ha,PROPN
Hortense,VERB
!,PUNCT
"""",PUNCT
in,ADP
the,DET
Casino,NOUN
",",PUNCT
from,ADP
two,NUM
in,ADP
the,DET
afternoon,NOUN
until,ADP
eight,NUM
in,ADP
the,DET
morning,NOUN
",",PUNCT
sustained,VERB
by,ADP
dark,ADJ
and,CCONJ
powerful,ADJ
coffee,NOUN
",",PUNCT
and,CCONJ
sleeping,NOUN
in,ADP
lectures,NOUN
through,ADP
the,DET
interim,NOUN
.,PUNCT
A,DET
rare,ADJ
scene,NOUN
",",PUNCT
the,DET
Casino,PROPN
.,PUNCT
A,DET
big,ADJ
",",PUNCT
barnlike,NOUN
auditorium,INTJ
",",PUNCT
dotted,VERB
with,ADP
boys,NOUN
as,ADP
girls,NOUN
",",PUNCT
boys,NOUN
as,ADP
pirates,NOUN
",",PUNCT
boys,NOUN
as,ADP
babies,NOUN
;,PUNCT
the,DET
scenery,NOUN
in,ADP
course,NOUN
of,SCONJ
being,AUX
violently,ADV
set,VERB
up,ADP
;,PUNCT
the,DET
spotlight,NOUN
man,NOUN
rehearsing,VERB
by,SCONJ
throwing,VERB
weird,ADJ
shafts,NOUN
into,ADP
angry,ADJ
eyes,NOUN
;,PUNCT
over,ADV
all,DET
the,DET
constant,ADJ
tuning,NOUN
of,ADP
the,DET
orchestra,NOUN
or,CCONJ
the,DET
cheerful,ADJ
tumpty,NOUN
-,PUNCT
tump,NOUN
of,ADP
a,DET
Triangle,NOUN
tune,NOUN
.,PUNCT
The,DET
boy,NOUN
who,PRON
writes,VERB
the,DET
lyrics,NOUN
stands,VERB
in,ADP
the,DET
corner,NOUN
",",PUNCT
biting,VERB
a,DET
pencil,NOUN
",",PUNCT
with,ADP
twenty,NUM
minutes,NOUN
to,PART
think,VERB
of,ADP
an,DET
encore,NOUN
;,PUNCT
the,DET
business,NOUN
manager,NOUN
argues,NOUN
with,ADP
the,DET
secretary,NOUN
as,ADP
to,SCONJ
how,ADV
much,ADJ
money,NOUN
can,AUX
be,AUX
spent,VERB
on,ADP
"""",PUNCT
those,PRON
damn,ADV
milkmaid,VERB
costumes,NOUN
"""",PUNCT
;,PUNCT
the,DET
old,ADJ
graduate,NOUN
",",PUNCT
president,PROPN
in,ADP
ninety,INTJ
-,PUNCT
eight,NOUN
",",PUNCT
perches,NOUN
on,ADP
a,DET
box,NOUN
and,CCONJ
thinks,VERB
how,ADV
much,ADJ
simpler,NOUN
it,PRON
was,AUX
in,ADP
his,PRON
day,NOUN
.,PUNCT
How,ADV
a,DET
Triangle,NOUN
show,NOUN
ever,ADV
got,VERB
off,ADV
was,AUX
a,DET
mystery,NOUN
",",PUNCT
but,CCONJ
it,PRON
was,AUX
a,DET
riotous,ADJ
mystery,NOUN
",",PUNCT
anyway,ADV
",",PUNCT
whether,SCONJ
or,CCONJ
not,ADV
one,NUM
did,VERB
enough,ADJ
service,NOUN
to,PART
wear,VERB
a,DET
little,ADJ
gold,ADJ
Triangle,NOUN
on,ADP
his,PRON
watch,NOUN
-,PUNCT
chain,NOUN
.,PUNCT
"""",PUNCT
Ha,PROPN
-,PUNCT
Ha,PROPN
Hortense,PROPN
!,PUNCT
"""",PUNCT
was,AUX
written,VERB
over,ADV
six,NUM
times,NOUN
and,CCONJ
had,VERB
the,DET
names,NOUN
of,ADP
nine,NUM
collaborators,NOUN
on,ADP
the,DET
programme,NOUN
.,PUNCT
All,DET
Triangle,NOUN
shows,VERB
started,VERB
by,SCONJ
being,VERB
"""",PUNCT
something,PRON
different,ADJ
--,PUNCT
not,ADV
just,ADV
a,DET
regular,NOUN
musical,ADJ
comedy,NOUN
",",PUNCT
"""",PUNCT
but,CCONJ
when,ADV
the,DET
several,ADJ
authors,NOUN
",",PUNCT
the,DET
president,PROPN
",",PUNCT
the,DET
coach,NOUN
and,CCONJ
the,DET
faculty,NOUN
committee,NOUN
finished,VERB
with,ADP
it,PRON
",",PUNCT
there,PRON
remained,VERB
just,ADV
the,DET
old,ADJ
reliable,ADJ
Triangle,NOUN
show,NOUN
with,ADP
the,DET
old,ADJ
reliable,ADJ
jokes,NOUN
and,CCONJ
the,DET
star,NOUN
comedian,NOUN
who,PRON
got,VERB
expelled,ADJ
or,CCONJ
sick,ADJ
or,CCONJ
something,PRON
just,ADV
before,ADP
the,DET
trip,NOUN
",",PUNCT
and,CCONJ
the,DET
dark,ADJ
-,PUNCT
whiskered,ADJ
man,NOUN
in,ADP
the,DET
pony,NOUN
-,PUNCT
ballet,NOUN
",",PUNCT
who,PRON
"""",PUNCT
absolutely,ADV
wo,AUX
n't,PART
shave,VERB
twice,ADV
a,DET
day,NOUN
",",PUNCT
doggone,VERB
